DNI;apellido;nombre;puesto;id_tarjeta;usuario;contraseña
25258220;TORRES;OMAR JOSE;OPERARIO DEP?SITO;0;OMAR.TORRES;2426974
25377880;ZARAUZ;DIONISIO JAVIER;ADMINISTRATIVO;0;DIONISIO.ZARAUZ;189065
25471120;KELLAND;CLAUDIA GISELLE;OPERARIO EXPEDICI?N;0;CLAUDIA.KELLAND;77804016
25514900;QUEVEDO;ANA MARIA;LEGALES;0;ANA.QUEVEDO;9076083
25642550;DALGALARRONDO;MARTIN ISMAEL;SECRETARIO;0;MARTIN.DALGALARRONDO;99938916
25888810;JOURDAN;JOHN ROBERT;OPERARIO DEP?SITO;0;JOHN.JOURDAN;79496595
26116560;TOLEDO;HERMES ROMERO;OPERARIO EXPEDICI?N;0;HERMES.TOLEDO;41368349
26199730;OLIVERA;HECTOR RAUL;OPERARIO DEP?SITO;0;HECTOR.OLIVERA;84031672
26204290;MAGNONE;ANDRES OSCAR;OPERARIO DEP?SITO;0;ANDRES.MAGNONE;97633184
26445980;NOGUERA;JOSE LUIS;OPERARIO EXPEDICI?N;0;JOSE.NOGUERA;20930312
26449670;YOFFRE;BORIS SILVESTRE;OFICIAL MANTENIMIENTO;0;BORIS.YOFFRE;40024438
26627760;LABAT;JUAN PABLO;OPERARIO LIMPIEZA;0;JUAN.LABAT;81312236
26674580;TOLOSA;HORACIO;SECRETARIO;0;HORACIO.TOLOSA;44138209
26778930;DA ROSA;ANTONIO;CONTABLE;0;ANTONIO.DA ROSA;11516973
27157570;DA COSTA PORTO;HOMERO HECTOR;CLARKISTA;0;HOMERO.DA COSTA PORTO;18411268
27203270;ELIZALDE;JOSE;OPERARIO PRODUCCI?N;0;JOSE.ELIZALDE;78404826
27424950;PEREZ;MARCELO CLAUDIO;OPERARIO DEP?SITO;0;MARCELO.PEREZ;42161786
28029310;ELOSEGUI;EDUARDO;OPERARIO PRODUCCI?N;0;EDUARDO.ELOSEGUI;4586406
28096830;LOPEZ;SERGIO OMAR;OPERARIO DEP?SITO;0;SERGIO.LOPEZ;19161878
28126210;NOBOA;ALEJANDRO;OPERARIO DEP?SITO;0;ALEJANDRO.NOBOA;53877414
28184660;ISAZA;MIGUEL ANGEL;CLARKISTA;0;MIGUEL.ISAZA;94265742
28184690;YROA;ROBERT ADOLFO;CONDUCTOR;0;ROBERT.YROA;79954613
28299380;QUEIROS;RICARDO ALMET;CONDUCTOR;0;RICARDO.QUEIROS;62007806
28700110;ZAGARZAZU;OSCAR;OPERARIO EXPEDICI?N;0;OSCAR.ZAGARZAZU;11211840
28771170;HEINZEN;ELIDA HELENA;RECEPCIONISTA;0;ELIDA.HEINZEN;32097333
29379880;LACA;TABARE ALEJANDRO;T?CNICO DESARROLLO;0;TABARE.LACA;7714236
29548630;GALLARETTA;EDUARDO;OPERARIO PRODUCCI?N;0;EDUARDO.GALLARETTA;4425583
29976930;YURRAMENDI;JOSE FRANCISCO;CONDUCTOR;0;JOSE.YURRAMENDI;40794565
30013810;RAPETTI;ANDRES;OPERARIO DEP?SITO;0;ANDRES.RAPETTI;45983376
30130740;NOBELASCO;CARLOS SERGIO;OPERARIO PRODUCCI?N;0;CARLOS.NOBELASCO;83924733
30183550;CARRESSE;LUIS MARIA;OPERARIO EXPEDICI?N;0;LUIS.CARRESSE;73292080
30338100;LOPEZ;GUZM?N;OPERARIO EXPEDICI?N;0;GUZM?N.LOPEZ;43859911
30591940;ORTIZ;FACUNDO;OPERARIO EXPEDICI?N;0;FACUNDO.ORTIZ;55214778
30692580;YOCCO;EDUARDO JULIO;T?CNICO LABORATORIO;0;EDUARDO.YOCCO;11108727
30901060;QUINTANA;CLAUDIO REYNALDO;OPERARIO PRODUCCI?N;0;CLAUDIO.QUINTANA;84837626
31086540;ZARAUZ;MAURICIO RAUL;OFICIAL MANTENIMIENTO;0;MAURICIO.ZARAUZ;70972769
31264180;PARADUJA;NANCY;OPERARIO DEP?SITO;0;NANCY.PARADUJA;22165631
31530000;PANIAGUA;LIDIO ROSAMEL;OPERARIO DEP?SITO;0;LIDIO.PANIAGUA;46717171
31572000;ORELLANO;ALFREDO VICTOR;OPERARIO DEP?SITO;0;ALFREDO.ORELLANO;68427378
31603220;ITURRALDE;PABLO LUIS;JEFE MANTENIMIENTO;0;PABLO.ITURRALDE;14994247
31675330;TOLOSA;PABLO;T?CNICO LABORATORIO;0;PABLO.TOLOSA;92003955
31726010;PARDO;MARIA JIMENA;OPERARIO LIMPIEZA;0;MARIA.PARDO;81022142
31744840;VAZQUEZ;HEBERT;OPERARIO EXPEDICI?N;0;HEBERT.VAZQUEZ;11083841
31958660;YAQUE;RICARDO ELPIDIO;SUPERVISOR;0;RICARDO.YAQUE;87822686
32235390;MARTINEZ;GERARDO CELSO;JEFE MANTENIMIENTO;0;GERARDO.MARTINEZ;47435623
32733480;SCABONI;SILVIA LILIANA;OPERARIO PRODUCCI?N;0;SILVIA.SCABONI;62041942
34142620;PALMA;ALFREDO OSCAR GERARD;OPERARIO DEP?SITO;0;ALFREDO.PALMA;22183178
34335800;KRASOVSKI;EDISON HERIBERTO;OPERARIO DEP?SITO;0;EDISON.KRASOVSKI;35192952
34496480;ABREU;MIRTA GRACIELA;GERENTE GENERAL;0;MIRTA.ABREU;17363349
34540380;JELPO;BLAS ALBERTO;OPERARIO PRODUCCI?N;0;BLAS.JELPO;25133938
34677170;MARTINEZ;ANA KARINA;OPERARIO PRODUCCI?N;0;ANA.MARTINEZ;39881282
34727560;SARTORIO;ROBERTO;OPERARIO DEP?SITO;0;ROBERTO.SARTORIO;70945754
34814730;GALLAND;GABRIEL;CLARKISTA;0;GABRIEL.GALLAND;25351414
34862450;KLETT;SELVA ANABELLA;SISTEMAS;0;SELVA.KLETT;92575405
34980890;LABELLA;MAURO;T?CNICO DESARROLLO;0;MAURO.LABELLA;24582556
35223080;LAFLUF;OMAR MARIA;T?CNICO LABORATORIO;0;OMAR.LAFLUF;22472361
35432940;RAMIREZ;ANDRES ELIAS;OPERARIO DEP?SITO;0;ANDRES.RAMIREZ;38181259
35756520;YACKS;AMER;OFICIAL MANTENIMIENTO;0;AMER.YACKS;66602175
35766690;RAFFO;LUIS EDUARDO;JEFE PERSONAL;0;LUIS.RAFFO;76978750
35802890;OLASCUAGA;MARIA DEL CARMEN;OPERARIO DEP?SITO;0;MARIA.OLASCUAGA;92234679
35859280;LEIVA;MARIO JAVIER;SISTEMAS;0;MARIO.LEIVA;75081012
35884970;ABASCAL;WINSTON FRANKLIN;OPERARIO DEP?SITO;0;WINSTON.ABASCAL;583784
35939560;ABREU;ALCIDES;CLARKISTA;0;ALCIDES.ABREU;38058295
36275910;YURRAMENDI;JOSE FRANCISCO;OPERARIO PRODUCCI?N;0;JOSE.YURRAMENDI;13718450
36418900;NONI;MAR?A EUGENIA;OPERARIO PRODUCCI?N;0;MAR?A.NONI;47638231
36495570;LAFUENTE;ANTONIO MIGUEL;INGENIERO LABORATORIO;0;ANTONIO.LAFUENTE;96164527
36528170;ELINGER;EDUARDO;OPERARIO PRODUCCI?N;0;EDUARDO.ELINGER;26107457
36629590;SAULEDA;HERMES LUIS;OPERARIO DEP?SITO;0;HERMES.SAULEDA;33039482
36692450;PEREZ;MARIA FERNANDA;OPERARIO PRODUCCI?N;0;MARIA.PEREZ;26679347
36725410;VALENTIN;RUBEN;OPERARIO DEP?SITO;0;RUBEN.VALENTIN;47438498
37298050;SARUTTE;JESUS EDUARDO;ADMINISTRATIVO;0;JESUS.SARUTTE;56249194
37502160;HERNADEZ;CARLOS WASHINGTON;OPERARIO PRODUCCI?N;0;CARLOS.HERNADEZ;95444615
37841080;QUINTANA;OSCAR FERNANDO;OPERARIO DEP?SITO;0;OSCAR.QUINTANA;36159027
37882770;FAGALDE;GUSTAVO;OPERARIO PRODUCCI?N;0;GUSTAVO.FAGALDE;4177631
38101170;TOMA;MIGUEL ANGEL;OPERARIO PRODUCCI?N;0;MIGUEL.TOMA;61873459
38426730;HENRY;ALEJANDRO;CONTABLE;0;ALEJANDRO.HENRY;13253600
38597860;GARCIA DA ROSA;JOSE MARIA;JEFE SEGURIDAD;0;JOSE.GARCIA DA ROSA;68880771
39814080;GALARZA;MARCELO DANIEL;OFICIAL MANTENIMIENTO;0;MARCELO.GALARZA;74185119
40941250;USLENGHI;CARLOS DAVID;OFICIAL MANTENIMIENTO;0;CARLOS.USLENGHI;63776217
41037200;DALERA;PABLO DANIEL;OPERARIO PRODUCCI?N;0;PABLO.DALERA;70055391
41144080;RODRIGUEZ;GABRIELA;OPERARIO DEP?SITO;0;GABRIELA.RODRIGUEZ;85531058
41324890;SILVA;ROBERT;JEFE PLANTA;0;ROBERT.SILVA;69232630
41427530;LEDESMA;MARIA DEL ROSARIO;RECEPCIONISTA;0;MARIA.LEDESMA;23441215
42645350;CARRERA;CHARLES DANIEL;INGENIERO DESARROLLO;0;CHARLES.CARRERA;20859438
45605980;RANDALL;GREGORY JASON;ADMINISTRATIVO;0;GREGORY.RANDALL;44053450
